Name,Category,Dosage Form,Strength,Indication
Dextrophen,Antiviral,Injection,143 mg,Fungus
Dextrocillin,Antifungal,Capsule,502 mg,Pain
Acetomet,Antipyretic,Inhaler,21 mg,Pain
Amoxiprofen,Antibiotic,Drops,364 mg,Pain
Clarivir,Antibiotic,Ointment,112 mg,Wound
Clarimycin,Antifungal,Capsule,481 mg,Diabetes
Dolomycin,Analgesic,Capsule,756 mg,Fever
Metonazole,Antibiotic,Syrup,684 mg,Infection
Cefstatin,Antifungal,Injection,292 mg,Virus
Dolocillin,Analgesic,Ointment,717 mg,Fever
Amoxivir,Antipyretic,Syrup,202 mg,Wound
Acetophen,Antidepressant,Injection,586 mg,Virus
Ibupromet,Antibiotic,Ointment,885 mg,Wound
Ibuprocillin,Antidiabetic,Inhaler,430 mg,Diabetes
Claristatin,Antifungal,Capsule,603 mg,Wound
Ibuprovir,Antifungal,Tablet,404 mg,Diabetes
Dolonazole,Antifungal,Inhaler,241 mg,Wound
Clarinazole,Antibiotic,Syrup,127 mg,Fever
Cefphen,Analgesic,Drops,154 mg,Depression
Dextrovir,Antipyretic,Cream,839 mg,Infection
Cefcillin,Antidepressant,Injection,425 mg,Depression
Clariphen,Analgesic,Inhaler,488 mg,Virus
Cefcillin,Antidiabetic,Tablet,266 mg,Pain
Dextronazole,Antiseptic,Capsule,1 mg,Fever
Dolomycin,Antidepressant,Inhaler,853 mg,Pain
Dolophen,Analgesic,Drops,911 mg,Fever
Metocillin,Antibiotic,Cream,86 mg,Diabetes
Amoxiprofen,Antifungal,Drops,422 mg,Depression
Clariphen,Antiseptic,Capsule,172 mg,Wound
Metomycin,Antiviral,Inhaler,27 mg,Pain
Dextrocillin,Antiviral,Ointment,204 mg,Infection
Ibupromet,Antibiotic,Drops,335 mg,Diabetes
Dolomycin,Antiviral,Drops,797 mg,Fungus
Dextromet,Antipyretic,Drops,221 mg,Fungus
Amoxistatin,Antidiabetic,Capsule,48 mg,Fever
Clarimycin,Antidepressant,Inhaler,626 mg,Diabetes
Dolomet,Antipyretic,Tablet,248 mg,Infection
Dolonazole,Antifungal,Capsule,128 mg,Diabetes
Ibupromet,Antidiabetic,Syrup,990 mg,Diabetes
Dextrostatin,Antiseptic,Inhaler,780 mg,Infection
Dextromycin,Antibiotic,Ointment,446 mg,Diabetes
Dolomycin,Antipyretic,Cream,125 mg,Depression
Cefnazole,Antiseptic,Syrup,548 mg,Pain
Cefphen,Antibiotic,Cream,613 mg,Pain
Ibupromet,Analgesic,Cream,818 mg,Diabetes
Clariphen,Antidiabetic,Cream,334 mg,Infection
Metocillin,Antidiabetic,Cream,511 mg,Virus
Clarimycin,Antiseptic,Injection,27 mg,Wound
Amoximycin,Analgesic,Inhaler,278 mg,Depression
Dextrostatin,Antibiotic,Capsule,467 mg,Virus
Ibuprocillin,Antidepressant,Cream,888 mg,Pain
Acetovir,Antipyretic,Inhaler,23 mg,Fever
Amoxiprofen,Antiviral,Ointment,541 mg,Virus
Dolocillin,Antipyretic,Injection,628 mg,Infection
Ibupromycin,Analgesic,Drops,927 mg,Depression
Claristatin,Antiviral,Capsule,142 mg,Pain
Cefprofen,Antipyretic,Ointment,413 mg,Depression
Amoxicillin,Antidepressant,Ointment,473 mg,Diabetes
Dolonazole,Antifungal,Cream,217 mg,Diabetes
Acetomet,Antidiabetic,Injection,298 mg,Infection
Acetostatin,Analgesic,Tablet,489 mg,Depression
Dextromet,Analgesic,Capsule,173 mg,Pain
Dextrophen,Antifungal,Capsule,828 mg,Pain
Amoxiphen,Antiseptic,Injection,29 mg,Virus
Acetostatin,Antibiotic,Injection,522 mg,Fever
Ibuprophen,Antiseptic,Injection,443 mg,Depression
Dextrocillin,Antiviral,Drops,720 mg,Depression
Acetophen,Antidiabetic,Injection,655 mg,Fungus
Cefvir,Antiviral,Drops,341 mg,Fever
Dolocillin,Antidiabetic,Ointment,31 mg,Fungus
Amoximycin,Antibiotic,Cream,273 mg,Virus
Clarinazole,Antiviral,Ointment,466 mg,Fever
Cefmycin,Antidepressant,Cream,785 mg,Fever
Amoxistatin,Antidepressant,Drops,267 mg,Depression
Dextrostatin,Antibiotic,Injection,409 mg,Fever
Acetomet,Antibiotic,Capsule,824 mg,Infection
Metophen,Antifungal,Drops,56 mg,Virus
Clarimet,Antiseptic,Capsule,235 mg,Virus
Metocillin,Antiviral,Inhaler,128 mg,Fever
Dolonazole,Antidepressant,Tablet,963 mg,Fever
Cefmet,Antifungal,Injection,868 mg,Fever
Clarinazole,Antiviral,Syrup,192 mg,Pain
Acetophen,Antidiabetic,Tablet,368 mg,Virus
Dextromycin,Antipyretic,Ointment,556 mg,Wound
Ibupromet,Antipyretic,Ointment,951 mg,Pain
Metomet,Antidepressant,Injection,138 mg,Diabetes
Dextrophen,Antibiotic,Ointment,204 mg,Infection
Acetomycin,Analgesic,Inhaler,267 mg,Diabetes
Cefvir,Analgesic,Injection,581 mg,Virus
Cefprofen,Antipyretic,Drops,528 mg,Infection
Dolomet,Analgesic,Tablet,294 mg,Wound
Metovir,Antipyretic,Inhaler,560 mg,Pain
Dolovir,Antipyretic,Capsule,273 mg,Infection
Cefphen,Antipyretic,Inhaler,807 mg,Fungus
Dextromycin,Antibiotic,Capsule,765 mg,Virus
Dextrostatin,Antibiotic,Ointment,261 mg,Infection
Claricillin,Antiviral,Syrup,53 mg,Virus
Cefvir,Antidiabetic,Inhaler,383 mg,Infection
Ibupromycin,Analgesic,Cream,849 mg,Wound
Dextrovir,Analgesic,Cream,966 mg,Virus
Amoxivir,Antipyretic,Ointment,657 mg,Fever
Acetocillin,Antiseptic,Drops,739 mg,Virus
Acetonazole,Antiseptic,Ointment,361 mg,Fever
Metoprofen,Antiviral,Cream,48 mg,Fever
Dextroprofen,Antidepressant,Injection,415 mg,Fever
Dextrophen,Antibiotic,Syrup,731 mg,Fungus
Cefvir,Antidiabetic,Inhaler,126 mg,Wound
Amoxiphen,Antidepressant,Capsule,737 mg,Pain
Dolonazole,Antipyretic,Ointment,437 mg,Depression
Cefvir,Antipyretic,Inhaler,172 mg,Infection
Amoxiprofen,Antipyretic,Capsule,306 mg,Fungus
Dolostatin,Antipyretic,Drops,832 mg,Infection
Dextrostatin,Antiseptic,Inhaler,731 mg,Virus
Clariphen,Antidepressant,Tablet,839 mg,Fungus
Metomet,Antifungal,Cream,775 mg,Fever
Cefvir,Antipyretic,Syrup,179 mg,Fever
Amoximet,Antibiotic,Tablet,149 mg,Infection
Dextromet,Antipyretic,Inhaler,582 mg,Diabetes
Clarimycin,Antiseptic,Capsule,630 mg,Infection
Metovir,Antiseptic,Ointment,590 mg,Fever
Amoxistatin,Antidepressant,Drops,740 mg,Wound
Clarivir,Antiviral,Tablet,16 mg,Fungus
Amoxivir,Antidiabetic,Cream,599 mg,Fungus
Dextrostatin,Antipyretic,Syrup,617 mg,Pain
Metovir,Antiseptic,Syrup,133 mg,Pain
Cefmet,Antiviral,Injection,691 mg,Diabetes
Amoximet,Antifungal,Tablet,334 mg,Depression
Dextrovir,Antifungal,Ointment,216 mg,Infection
Ibuprostatin,Antiviral,Cream,102 mg,Pain
Dextrocillin,Antibiotic,Capsule,490 mg,Pain
Acetovir,Analgesic,Injection,499 mg,Infection
Cefstatin,Antidiabetic,Inhaler,324 mg,Wound
Claricillin,Antiviral,Capsule,940 mg,Virus
Dolonazole,Antifungal,Ointment,637 mg,Wound
Acetovir,Antifungal,Drops,925 mg,Fungus
Dextromet,Antipyretic,Capsule,111 mg,Diabetes
Ibuproprofen,Analgesic,Ointment,561 mg,Fungus
Acetovir,Antiseptic,Inhaler,126 mg,Fungus
Amoximet,Antidiabetic,Tablet,528 mg,Virus
Clarinazole,Analgesic,Inhaler,321 mg,Virus
Cefphen,Antidepressant,Injection,365 mg,Virus
Acetostatin,Antidepressant,Syrup,239 mg,Wound
Metomycin,Antifungal,Injection,853 mg,Fever
Acetovir,Antidiabetic,Syrup,32 mg,Diabetes
Acetomet,Antiseptic,Inhaler,465 mg,Diabetes
Dextronazole,Antidepressant,Injection,415 mg,Wound
Acetonazole,Analgesic,Tablet,522 mg,Wound
Dextrophen,Antibiotic,Injection,871 mg,Wound
Ibupromet,Analgesic,Syrup,715 mg,Wound
Cefmet,Antiseptic,Injection,979 mg,Diabetes
Ibupromet,Antiseptic,Injection,492 mg,Infection
Acetocillin,Analgesic,Drops,746 mg,Diabetes
Ibuprophen,Antifungal,Inhaler,139 mg,Virus
Metostatin,Antidepressant,Cream,817 mg,Diabetes
Metoprofen,Antidepressant,Injection,856 mg,Depression
Acetoprofen,Antiviral,Cream,51 mg,Fungus
Dolophen,Antidepressant,Drops,515 mg,Depression
Metostatin,Antiviral,Injection,571 mg,Wound
Clariprofen,Antifungal,Injection,2 mg,Virus
Ibuprovir,Antifungal,Cream,970 mg,Fungus
Dolonazole,Antifungal,Inhaler,435 mg,Fever
Ibuprovir,Antiviral,Injection,322 mg,Pain
Dolostatin,Antiseptic,Injection,450 mg,Pain
Dolomet,Analgesic,Capsule,943 mg,Fever
Ibuprostatin,Antiseptic,Cream,770 mg,Fever
Dextrophen,Analgesic,Cream,830 mg,Infection
Amoxiphen,Antidepressant,Ointment,582 mg,Virus
Clarivir,Antipyretic,Ointment,668 mg,Fungus
Acetophen,Antiviral,Injection,456 mg,Pain
Dolophen,Antibiotic,Tablet,683 mg,Diabetes
Dolovir,Antiviral,Drops,883 mg,Pain
Clarivir,Antifungal,Syrup,560 mg,Virus
Cefphen,Analgesic,Inhaler,959 mg,Fever
Amoxivir,Antipyretic,Syrup,934 mg,Fungus
Metophen,Antidepressant,Tablet,677 mg,Fungus
Dextromet,Analgesic,Tablet,244 mg,Virus
Cefstatin,Antiseptic,Drops,782 mg,Wound
Cefphen,Antidepressant,Inhaler,684 mg,Pain
Clariphen,Analgesic,Inhaler,643 mg,Fever
Cefphen,Antidiabetic,Inhaler,32 mg,Wound
Dextromet,Antiseptic,Cream,44 mg,Wound
Metocillin,Analgesic,Injection,714 mg,Wound
Metocillin,Antibiotic,Syrup,724 mg,Depression
Cefmycin,Antidiabetic,Capsule,85 mg,Infection
Metonazole,Antidiabetic,Cream,119 mg,Depression
Ibuprocillin,Analgesic,Ointment,459 mg,Fever
Ibupronazole,Antidepressant,Tablet,96 mg,Fungus
Cefmycin,Antidepressant,Capsule,835 mg,Fungus
Dolostatin,Antiviral,Cream,6 mg,Virus
Doloprofen,Antibiotic,Inhaler,332 mg,Infection
Acetoprofen,Antiseptic,Cream,245 mg,Pain
Amoximycin,Antifungal,Capsule,860 mg,Virus
Ibuprophen,Antiviral,Inhaler,431 mg,Wound
Amoxiphen,Antidepressant,Drops,743 mg,Wound
Acetophen,Antipyretic,Injection,427 mg,Pain
Cefstatin,Antifungal,Ointment,893 mg,Depression
Acetocillin,Antifungal,Tablet,908 mg,Virus
Dextronazole,Antiseptic,Tablet,201 mg,Pain
Dextrocillin,Antibiotic,Ointment,702 mg,Fungus
Dextromycin,Antifungal,Cream,391 mg,Wound
Acetophen,Antifungal,Drops,809 mg,Infection
Acetonazole,Antibiotic,Syrup,453 mg,Wound
Dolomycin,Antibiotic,Syrup,245 mg,Depression
Acetostatin,Antiviral,Tablet,916 mg,Diabetes
Acetocillin,Antidiabetic,Syrup,165 mg,Depression
Amoximycin,Antipyretic,Tablet,542 mg,Fever
Metovir,Antiseptic,Syrup,653 mg,Infection
Clariprofen,Antidiabetic,Syrup,94 mg,Depression
Amoxiprofen,Antifungal,Drops,818 mg,Fever
Ibuprovir,Antiseptic,Ointment,983 mg,Pain
Dextromycin,Antidiabetic,Syrup,884 mg,Infection
Dolostatin,Antibiotic,Ointment,247 mg,Diabetes
Ibuproprofen,Antifungal,Injection,451 mg,Fungus
Amoximet,Antipyretic,Injection,815 mg,Virus
Clarinazole,Antiseptic,Drops,146 mg,Diabetes
Cefmycin,Antiviral,Tablet,626 mg,Pain
Metomet,Analgesic,Ointment,302 mg,Diabetes
Cefprofen,Analgesic,Injection,725 mg,Fungus
Metocillin,Antibiotic,Syrup,837 mg,Pain
Dextromet,Antipyretic,Drops,272 mg,Diabetes
Clarivir,Antifungal,Inhaler,303 mg,Fever
Cefphen,Antidepressant,Tablet,418 mg,Diabetes
Acetomet,Antifungal,Inhaler,442 mg,Pain
Acetomycin,Antifungal,Inhaler,453 mg,Infection
Ibuprocillin,Antidepressant,Drops,838 mg,Wound
Metovir,Antidiabetic,Syrup,388 mg,Depression
Ibuprocillin,Antidiabetic,Capsule,88 mg,Fungus
Claricillin,Antidiabetic,Syrup,374 mg,Fungus
Acetostatin,Analgesic,Drops,305 mg,Pain
Dextrocillin,Antiseptic,Drops,457 mg,Virus
Dolonazole,Antiviral,Capsule,993 mg,Fever
Ibupromet,Antibiotic,Capsule,134 mg,Wound
Dolonazole,Antidepressant,Drops,253 mg,Diabetes
Clarivir,Antidiabetic,Inhaler,760 mg,Wound
Amoxicillin,Antidiabetic,Injection,275 mg,Virus
Acetonazole,Antipyretic,Inhaler,751 mg,Virus
Dextronazole,Antidepressant,Injection,16 mg,Wound
Dextrostatin,Analgesic,Syrup,956 mg,Wound
Dolomycin,Analgesic,Syrup,712 mg,Infection
Clarivir,Antiviral,Capsule,866 mg,Diabetes
Acetovir,Antiseptic,Syrup,323 mg,Fungus
Dextrophen,Antibiotic,Drops,760 mg,Pain
Dextromet,Antiseptic,Tablet,460 mg,Fever
Ibuprostatin,Antibiotic,Capsule,519 mg,Diabetes
Dextromycin,Antiviral,Syrup,482 mg,Fever
Ibuproprofen,Antipyretic,Syrup,334 mg,Pain
Ibuproprofen,Antidepressant,Drops,630 mg,Diabetes
Dolocillin,Antipyretic,Capsule,353 mg,Diabetes
Amoximet,Antifungal,Ointment,148 mg,Diabetes
Acetomycin,Analgesic,Cream,809 mg,Wound
Acetocillin,Antiviral,Tablet,459 mg,Diabetes
Ibuprostatin,Antiviral,Tablet,901 mg,Fever
Metomycin,Antibiotic,Ointment,763 mg,Diabetes
Dolonazole,Antidiabetic,Cream,283 mg,Fungus
Dolophen,Antidepressant,Ointment,513 mg,Pain
Ibuprocillin,Antidiabetic,Tablet,406 mg,Depression
Clarinazole,Antidepressant,Capsule,168 mg,Wound
Dextrophen,Antidepressant,Cream,635 mg,Pain
Acetovir,Antidepressant,Tablet,972 mg,Diabetes
Amoxiphen,Antidiabetic,Capsule,117 mg,Wound
Acetocillin,Antidiabetic,Ointment,637 mg,Pain
Ibupromycin,Antiseptic,Tablet,758 mg,Depression
Ibuproprofen,Antiviral,Injection,465 mg,Infection
Amoximet,Analgesic,Inhaler,628 mg,Infection
Metomet,Antidepressant,Capsule,828 mg,Fever
Amoximycin,Antiviral,Capsule,317 mg,Virus
Dextrostatin,Antipyretic,Inhaler,283 mg,Fever
Cefcillin,Antifungal,Ointment,459 mg,Wound
Amoxicillin,Analgesic,Syrup,172 mg,Diabetes
Metomet,Antifungal,Drops,439 mg,Depression
Dolocillin,Analgesic,Tablet,97 mg,Virus
Metomet,Antiseptic,Ointment,434 mg,Infection
Claristatin,Antiviral,Syrup,362 mg,Fever
Acetophen,Analgesic,Injection,205 mg,Depression
Amoximycin,Antipyretic,Ointment,609 mg,Infection
Amoximycin,Antiseptic,Drops,501 mg,Infection
Amoximet,Antidiabetic,Capsule,602 mg,Pain
Cefstatin,Analgesic,Syrup,827 mg,Virus
Doloprofen,Analgesic,Tablet,612 mg,Fever
Dextrocillin,Antiviral,Inhaler,71 mg,Infection
Metocillin,Antidepressant,Tablet,917 mg,Infection
Acetomycin,Antipyretic,Cream,274 mg,Fungus
Dextrocillin,Antibiotic,Inhaler,900 mg,Wound
Clarivir,Analgesic,Cream,451 mg,Virus
Cefmycin,Antidepressant,Inhaler,416 mg,Diabetes
Acetomycin,Antiviral,Tablet,994 mg,Infection
Metomet,Antiviral,Tablet,541 mg,Depression
Metonazole,Antifungal,Ointment,213 mg,Infection
Clariprofen,Antibiotic,Tablet,63 mg,Diabetes
Dextrocillin,Antibiotic,Cream,322 mg,Fever
Acetocillin,Antipyretic,Capsule,243 mg,Infection
Amoxinazole,Antidiabetic,Injection,609 mg,Fungus
Clariphen,Antibiotic,Ointment,205 mg,Wound
Ibuprovir,Antifungal,Ointment,244 mg,Virus
Acetovir,Antidiabetic,Inhaler,479 mg,Virus
Clarinazole,Antidiabetic,Injection,490 mg,Infection
Metonazole,Antipyretic,Drops,299 mg,Fever
Metomycin,Antidiabetic,Cream,677 mg,Pain
Dextrophen,Antiviral,Ointment,946 mg,Diabetes
Dolonazole,Antipyretic,Drops,190 mg,Fever
Dolostatin,Antifungal,Inhaler,685 mg,Depression
Ibuprocillin,Antipyretic,Capsule,985 mg,Fever
Ibuproprofen,Antibiotic,Injection,504 mg,Fungus
Cefcillin,Antiviral,Tablet,962 mg,Depression
Cefvir,Analgesic,Ointment,417 mg,Infection
Clarimycin,Antiviral,Cream,801 mg,Depression
Dextromycin,Analgesic,Drops,809 mg,Virus
Amoxivir,Antidepressant,Capsule,439 mg,Infection
Ibuprophen,Antibiotic,Drops,335 mg,Diabetes
Amoximet,Antidiabetic,Tablet,455 mg,Depression
Ibuprophen,Analgesic,Syrup,876 mg,Depression
Dolomet,Antiseptic,Ointment,289 mg,Diabetes
Acetoprofen,Antipyretic,Cream,580 mg,Fungus
Acetoprofen,Antidepressant,Inhaler,461 mg,Pain
Amoxistatin,Antibiotic,Syrup,576 mg,Depression
Metoprofen,Antidiabetic,Cream,556 mg,Fungus
Amoximycin,Antifungal,Injection,596 mg,Depression
Cefcillin,Antipyretic,Syrup,724 mg,Fungus
Claristatin,Antiviral,Capsule,317 mg,Fungus
Cefmycin,Antipyretic,Cream,277 mg,Fungus
Acetomet,Antidiabetic,Injection,747 mg,Fever
Dextroprofen,Antifungal,Injection,496 mg,Infection
Acetovir,Antifungal,Injection,838 mg,Infection
Acetovir,Analgesic,Injection,705 mg,Virus
Metovir,Antiseptic,Injection,235 mg,Pain
Dolonazole,Antidiabetic,Drops,209 mg,Wound
Dolomycin,Analgesic,Capsule,965 mg,Infection
Cefprofen,Antifungal,Injection,344 mg,Fever
Metocillin,Antipyretic,Cream,346 mg,Diabetes
Metovir,Antibiotic,Inhaler,104 mg,Diabetes
Amoxicillin,Antidepressant,Cream,507 mg,Wound
Clarinazole,Antifungal,Drops,566 mg,Diabetes
Amoxivir,Antiviral,Injection,76 mg,Infection
Metocillin,Antifungal,Ointment,621 mg,Infection
Clariphen,Antiviral,Inhaler,459 mg,Diabetes
Metocillin,Analgesic,Cream,299 mg,Wound
Amoxiphen,Antibiotic,Ointment,15 mg,Pain
Dolostatin,Antipyretic,Capsule,439 mg,Pain
Acetonazole,Antiviral,Tablet,330 mg,Pain
Clarimycin,Antiseptic,Tablet,955 mg,Pain
Ibuprophen,Antibiotic,Inhaler,289 mg,Fungus
Cefmet,Antiviral,Inhaler,147 mg,Wound
Dolocillin,Antiviral,Ointment,788 mg,Virus
Doloprofen,Antidepressant,Drops,752 mg,Pain
Cefmet,Antidiabetic,Tablet,676 mg,Depression
Amoxivir,Antidepressant,Ointment,782 mg,Diabetes
Dolonazole,Antidepressant,Injection,141 mg,Fever
Amoxinazole,Antibiotic,Inhaler,378 mg,Infection
Ibuprocillin,Antidiabetic,Drops,479 mg,Pain
Ibuprocillin,Antipyretic,Tablet,674 mg,Pain
Acetovir,Antipyretic,Cream,68 mg,Wound
Amoximet,Analgesic,Tablet,997 mg,Pain
Dextrovir,Antifungal,Tablet,188 mg,Fungus
Clarivir,Antidepressant,Ointment,669 mg,Infection
Clariphen,Antidepressant,Syrup,878 mg,Fungus
Dolonazole,Antidepressant,Syrup,585 mg,Fungus
Metonazole,Antiviral,Syrup,165 mg,Fever
Ibuproprofen,Antiseptic,Ointment,126 mg,Depression
Dolonazole,Antidepressant,Drops,348 mg,Fungus
Acetomycin,Analgesic,Cream,376 mg,Fungus
Dextromet,Antibiotic,Tablet,764 mg,Diabetes
Ibuproprofen,Antiseptic,Cream,755 mg,Infection
Cefmet,Antiviral,Drops,853 mg,Fever
Dextrocillin,Antipyretic,Inhaler,715 mg,Infection
Acetocillin,Analgesic,Tablet,547 mg,Virus
Amoxicillin,Antidepressant,Ointment,351 mg,Infection
Cefstatin,Antiviral,Ointment,464 mg,Virus
Clarivir,Antidepressant,Inhaler,253 mg,Diabetes
Metostatin,Antiviral,Drops,811 mg,Pain
Cefmet,Analgesic,Cream,866 mg,Fever
Amoximet,Antiseptic,Tablet,257 mg,Diabetes
Ibupronazole,Antibiotic,Capsule,875 mg,Infection
Acetoprofen,Antidiabetic,Syrup,934 mg,Infection
Ibuprostatin,Antiseptic,Capsule,34 mg,Depression
Ibuprophen,Antipyretic,Injection,759 mg,Fever
Ibuproprofen,Antidiabetic,Drops,834 mg,Wound
Cefphen,Analgesic,Cream,866 mg,Infection
Dextrovir,Antipyretic,Injection,311 mg,Infection
Clarivir,Antibiotic,Capsule,715 mg,Diabetes
Acetomet,Analgesic,Cream,810 mg,Pain
Acetonazole,Antiviral,Syrup,489 mg,Fungus
Ibuprophen,Antipyretic,Injection,393 mg,Wound
Dolostatin,Antipyretic,Injection,779 mg,Fungus
Dolonazole,Antifungal,Drops,927 mg,Wound
Metonazole,Antifungal,Ointment,550 mg,Infection
Acetocillin,Antidiabetic,Drops,171 mg,Fever
Acetophen,Antipyretic,Injection,290 mg,Wound
Acetovir,Antiseptic,Cream,541 mg,Fever
Acetocillin,Antiseptic,Ointment,926 mg,Fungus
Dextroprofen,Antipyretic,Tablet,499 mg,Depression
Amoxiprofen,Antidiabetic,Tablet,607 mg,Fungus
Acetoprofen,Antidepressant,Capsule,863 mg,Virus
Dextronazole,Antifungal,Injection,368 mg,Fungus
Acetophen,Analgesic,Cream,275 mg,Depression
Cefprofen,Antidepressant,Capsule,93 mg,Wound
Clarivir,Analgesic,Syrup,477 mg,Virus
Amoxistatin,Antipyretic,Drops,262 mg,Fever
Ibupromycin,Analgesic,Capsule,79 mg,Diabetes
Acetomet,Antipyretic,Drops,626 mg,Fungus
Clarimycin,Antidepressant,Injection,601 mg,Diabetes
Claristatin,Antipyretic,Tablet,972 mg,Wound
Amoxistatin,Antiviral,Drops,357 mg,Fungus
Amoxistatin,Antifungal,Injection,517 mg,Diabetes
Metovir,Antipyretic,Syrup,777 mg,Wound
Dextronazole,Antiseptic,Inhaler,110 mg,Fungus
Claristatin,Antidepressant,Capsule,66 mg,Diabetes
Ibuprostatin,Antifungal,Tablet,947 mg,Fever
Metomycin,Antiviral,Ointment,283 mg,Virus
Metomet,Analgesic,Inhaler,554 mg,Fungus
Amoxistatin,Antidepressant,Drops,316 mg,Infection
Amoxicillin,Antifungal,Drops,439 mg,Diabetes
Ibupromet,Antifungal,Tablet,169 mg,Pain
Dolovir,Antibiotic,Cream,91 mg,Wound
Claristatin,Antidepressant,Tablet,296 mg,Depression
Ibuproprofen,Antiseptic,Drops,668 mg,Wound
Claristatin,Antiviral,Cream,133 mg,Wound
Metomet,Antidepressant,Ointment,204 mg,Diabetes
Dextrovir,Antidiabetic,Injection,779 mg,Infection
Amoxivir,Antiviral,Ointment,283 mg,Infection
Metocillin,Antifungal,Syrup,129 mg,Fungus
Clarimet,Antiviral,Capsule,876 mg,Wound
Ibuprostatin,Antipyretic,Inhaler,287 mg,Wound
Dolonazole,Analgesic,Drops,878 mg,Depression
Amoxinazole,Antiseptic,Syrup,157 mg,Wound
Dextronazole,Analgesic,Syrup,722 mg,Fungus
Acetovir,Antidiabetic,Injection,217 mg,Wound
Metophen,Antidepressant,Cream,734 mg,Diabetes
Amoxiprofen,Antipyretic,Capsule,237 mg,Virus
Amoxinazole,Antifungal,Inhaler,430 mg,Fever
Clarivir,Antiviral,Capsule,767 mg,Infection
Cefphen,Antifungal,Capsule,139 mg,Wound
Ibuproprofen,Antidepressant,Ointment,734 mg,Fungus
Dolocillin,Antiseptic,Injection,705 mg,Wound
Cefstatin,Antidepressant,Injection,58 mg,Infection
Metoprofen,Antiseptic,Cream,63 mg,Fungus
Cefprofen,Antidepressant,Syrup,806 mg,Fever
Metovir,Antipyretic,Tablet,287 mg,Pain
Amoximet,Antifungal,Ointment,737 mg,Diabetes
Amoxistatin,Antibiotic,Inhaler,994 mg,Depression
Acetophen,Antifungal,Syrup,214 mg,Depression
Claricillin,Antibiotic,Syrup,832 mg,Infection
Metomycin,Antidiabetic,Syrup,842 mg,Virus
Metoprofen,Analgesic,Drops,527 mg,Wound
Cefvir,Antidiabetic,Drops,990 mg,Pain
Metocillin,Antidepressant,Tablet,93 mg,Virus
Cefvir,Antibiotic,Injection,55 mg,Fungus
Acetophen,Antidiabetic,Ointment,956 mg,Depression
Acetophen,Antifungal,Cream,989 mg,Infection
Dextronazole,Antifungal,Cream,82 mg,Fungus
Dolovir,Antiseptic,Tablet,182 mg,Fever
Cefvir,Antiseptic,Ointment,875 mg,Infection
Ibuprostatin,Antibiotic,Inhaler,704 mg,Infection
Acetomycin,Antidepressant,Tablet,666 mg,Depression
Amoximycin,Antiviral,Cream,710 mg,Pain
Amoxiprofen,Antidiabetic,Cream,228 mg,Fungus
Ibuprostatin,Antiseptic,Injection,132 mg,Wound
Ibupromycin,Antidiabetic,Tablet,317 mg,Virus
Dextrophen,Antiseptic,Tablet,438 mg,Virus
Acetonazole,Antibiotic,Capsule,166 mg,Wound
Amoxivir,Analgesic,Ointment,125 mg,Diabetes
Cefmycin,Antidepressant,Inhaler,844 mg,Diabetes
Acetocillin,Antipyretic,Drops,849 mg,Fungus
Amoxistatin,Antibiotic,Tablet,980 mg,Fungus
Metophen,Analgesic,Tablet,96 mg,Infection
Ibuprocillin,Antidepressant,Cream,594 mg,Infection
Clarivir,Antibiotic,Capsule,647 mg,Pain
Acetonazole,Antidiabetic,Cream,589 mg,Infection
Ibupromet,Antidepressant,Cream,408 mg,Infection
Dextromycin,Antifungal,Syrup,227 mg,Pain
Dextrocillin,Antiseptic,Inhaler,81 mg,Pain
Dolophen,Antidiabetic,Drops,907 mg,Fungus
Acetoprofen,Antidiabetic,Inhaler,520 mg,Fever
Ibuprophen,Antiseptic,Ointment,391 mg,Depression
Clarimet,Antiseptic,Injection,105 mg,Fungus
Acetocillin,Antidepressant,Injection,288 mg,Fungus
Ibupronazole,Antibiotic,Injection,219 mg,Virus
Dextromet,Antiviral,Capsule,600 mg,Virus
Amoxicillin,Antiviral,Inhaler,707 mg,Wound
Amoximet,Antidepressant,Drops,998 mg,Pain
Dolocillin,Antidepressant,Injection,939 mg,Virus
Dolophen,Antibiotic,Syrup,846 mg,Diabetes
Metocillin,Antifungal,Ointment,806 mg,Diabetes
Dextromycin,Antidiabetic,Ointment,733 mg,Fever
Acetoprofen,Antiseptic,Syrup,819 mg,Fever
Acetocillin,Antipyretic,Inhaler,368 mg,Diabetes
Ibuprocillin,Antibiotic,Cream,395 mg,Virus
Dextrovir,Antidepressant,Tablet,46 mg,Wound
Amoxistatin,Antidepressant,Ointment,197 mg,Diabetes
Ibuprovir,Antibiotic,Syrup,518 mg,Depression
Dextrocillin,Antifungal,Injection,535 mg,Depression
Ibuproprofen,Antiviral,Drops,619 mg,Depression
Dolostatin,Antifungal,Tablet,845 mg,Infection
Acetovir,Antiseptic,Ointment,833 mg,Depression
Dextrovir,Antipyretic,Injection,246 mg,Pain
Acetostatin,Antiviral,Ointment,50 mg,Depression
Dextroprofen,Antifungal,Drops,699 mg,Diabetes
Cefvir,Antiviral,Cream,318 mg,Fungus
Acetocillin,Antifungal,Syrup,883 mg,Diabetes
Dextromet,Antiviral,Inhaler,858 mg,Fever
Cefmycin,Antidepressant,Injection,127 mg,Fungus
Dolomycin,Antiseptic,Inhaler,756 mg,Diabetes
Ibupromycin,Antiviral,Injection,869 mg,Diabetes
Amoxistatin,Antiviral,Cream,539 mg,Fever
